Question,Question Type,Sub Category,Category
 What is XML Encoding?,TECHNICAL,XML,WebTech
 Which XML is set to be valid XML?,TECHNICAL,XML,WebTech
 What is Simple Element?,TECHNICAL,XML,WebTech
 What is Complex Element?,TECHNICAL,XML,WebTech
 Is there a way to describe XML data?,TECHNICAL,XML,WebTech
 What are the three parts of XSL?,TECHNICAL,XML,WebTech
 What is the correct syntax when we define XML version?,TECHNICAL,XML,WebTech
 If XML attribute name itself has double quotes then how it can be represented?,TECHNICAL,XML,WebTech
 What are the types of XML Parsers?,TECHNICAL,XML,WebTech
 Whether root element is required for XML? If so how many root elements are required?,TECHNICAL,XML,WebTech
 What is XML Signature?,TECHNICAL,XML,WebTech
 What is Data Island?,TECHNICAL,XML,WebTech
How many characters limits in Meta Description tag? ,TECHNICAL,SEO,WebTech
What is Google Sandbox?,TECHNICAL,SEO,WebTech
Tell me something about Black Hat SEO?,TECHNICAL,SEO,WebTech
Name few Black Hat SEO techniques?,TECHNICAL,SEO,WebTech
Can you differentiate between ‘nofollow’ and ‘dofollow’ link?,TECHNICAL,SEO,WebTech
What is the difference between PR (page rank,TECHNICAL,SEO,WebTech
Why the Title Tag in website is valuable?,TECHNICAL,SEO,WebTech
What is considered as more significant creating content or building backlinks?,TECHNICAL,SEO,WebTech
Can you mention the difference between SEO and SEM?,TECHNICAL,SEO,WebTech
What do you know about LSI?,TECHNICAL,SEO,WebTech
How will you cross-check whether your SEO campaign is working or not?,TECHNICAL,SEO,WebTech
What is the meaning of competitive analysis?,TECHNICAL,SEO,WebTech
What will be your next steps if your SEO methods or technique does not work?,TECHNICAL,SEO,WebTech
What is PPC?,TECHNICAL,SEO,WebTech
What is 301 redirect?,TECHNICAL,SEO,WebTech
What are Webmaster tools?,TECHNICAL,SEO,WebTech
What is keyword density and what is the formula for knowing keyword density?,TECHNICAL,SEO,WebTech
What is robots.txt?  ,TECHNICAL,SEO,WebTech
What will you do for the company website you are working for decides to move all the contents to new domain?,TECHNICAL,SEO,WebTech
Can you optimize the website which has pages in millions?,TECHNICAL,SEO,WebTech
What is the latest update in SEO?,TECHNICAL,SEO,WebTech
What are the key aspects of Panda update?,TECHNICAL,SEO,WebTech
What are the key aspects of Penguin update?,TECHNICAL,SEO,WebTech
How will you neutralize a toxic link to your site?,TECHNICAL,SEO,WebTech
Mention how can you check if someone is not building or re-directing a low-quality backlink to your site?,TECHNICAL,SEO,WebTech
How backlink tools work?,TECHNICAL,SEO,WebTech
Mention how often should you perform a link audit?,TECHNICAL,SEO,WebTech
Mention what do you understand by Frames in HTML?,TECHNICAL,SEO,WebTech
Mention which is the most important area to include your keywords?,TECHNICAL,SEO,WebTech
What if your website is banned by the search engines for black hat practices?,TECHNICAL,SEO,WebTech
Mention what will be your approach if your SEO method don’t work?,TECHNICAL,SEO,WebTech
 Explain what Ember.js is and how it works?,TECHNICAL,EMBER,WebTech
 List out main components of Ember.js?,TECHNICAL,EMBER,WebTech
 Explain what is model in Ember.js?,TECHNICAL,EMBER,WebTech
 Explain how ember applications are structured? ,TECHNICAL,EMBER,WebTech
 What controller does in Ember.js?,TECHNICAL,EMBER,WebTech
 Explain how is ember.js is different than traditional web application?,TECHNICAL,EMBER,WebTech
 Explain how Router and {{outlet}} tag can be useful in ember.js?,TECHNICAL,EMBER,WebTech
 Explain what is the difference between Router and Route in ember.js ?,TECHNICAL,EMBER,WebTech
   Explain what is Ember-data ? ,TECHNICAL,EMBER,WebTech
 Explain the role of adapter and types of adapters ?,TECHNICAL,EMBER,WebTech
 Explain what are the two ways of defining and inserting a view?,TECHNICAL,EMBER,WebTech
 Explain what is controller in ember.js ?                   ,TECHNICAL,EMBER,WebTech
 Mention the template components used in ember.js ?,TECHNICAL,EMBER,WebTech
 Explain what is serializer?,TECHNICAL,EMBER,WebTech
 How you can define a new ember class?,TECHNICAL,EMBER,WebTech
 Explain how you can create an Ember. handlebars  template ?,TECHNICAL,EMBER,WebTech
 Explain how you can add data using fixture into an application?,TECHNICAL,EMBER,WebTech
 Mention some of the functions used in ember packages/ember run-time/lib and packages/ember metal/lib/utils.js ?,TECHNICAL,EMBER,WebTech
 Explain what is Enumerables in ember.js ?,TECHNICAL,EMBER,WebTech
 Explain what is Ember.ArrayController and what is the advantage of it ?,TECHNICAL,EMBER,WebTech
 Explain Application Template ?,TECHNICAL,EMBER,WebTech
 Explain what is ember.mixin class ?,TECHNICAL,EMBER,WebTech
 What is Ember.Namespace.Class ?,TECHNICAL,EMBER,WebTech
 When Ember.TrackedArray can be useful ?,TECHNICAL,EMBER,WebTech
 Explain how you can create instances in ember.js ?,TECHNICAL,EMBER,WebTech
 Explain what is the use Ember.SortableMixin ?,TECHNICAL,EMBER,WebTech
What is SQLite?,TECHNICAL,SQLITE,DBMS
What are the most important features of SQLite?,TECHNICAL,SQLITE,DBMS
What are the advantages of using SQLite?,TECHNICAL,SQLITE,DBMS
What is the difference between SQL and SQLite?,TECHNICAL,SQLITE,DBMS
What is SQLite Transactions?,TECHNICAL,SQLITE,DBMS
In which areas SQLite is preferred most?,TECHNICAL,SQLITE,DBMS
 What Is An Oracle Database?,TECHNICAL,ORACLE,DBMS
What Are The Components Of Physical Database Structure Of Oracle Database?,TECHNICAL,ORACLE,DBMS
What Are The Components Of Logical Database Structure Of Oracle Database?,TECHNICAL,ORACLE,DBMS
What Is A View ?,TECHNICAL,ORACLE,DBMS
Can One Import/export Between Different Versions Of Oracle?,TECHNICAL,ORACLE,DBMS
Explain what is MongoDB?,TECHNICAL,MONGODB,DBMS
What is “Namespace” in MongoDB?,TECHNICAL,MONGODB,DBMS
What is sharding in MongoDB?,TECHNICAL,MONGODB,DBMS
How can you see the connection used by Mongos?,TECHNICAL,MONGODB,DBMS
Explain what is a replica set in mongodb?,TECHNICAL,MONGODB,DBMS
How replication works in MongoDB?,TECHNICAL,MONGODB,DBMS
While creating Schema in MongoDB what are the points need to be taken in consideration?,TECHNICAL,MONGODB,DBMS
 What is the syntax to create a collection and to drop a collection in MongoDB?,TECHNICAL,MONGODB,DBMS
 Explain what is the role of profiler in MongoDB?,TECHNICAL,MONGODB,DBMS
Explain can you move old files in the moveChunk directory?,TECHNICAL,MONGODB,DBMS
To do safe backups what is the feature in MongoDB that you can use?,TECHNICAL,MONGODB,DBMS
Mention what is Objecld composed of in mongodb?,TECHNICAL,MONGODB,DBMS
Mention what is the command syntax for inserting a document?,TECHNICAL,MONGODB,DBMS
Mention how you can inspect the source code of a function?,TECHNICAL,MONGODB,DBMS
What is the command syntax that tells you whether you are on the master server or not? And how many master does MongoDB allow?,TECHNICAL,MONGODB,DBMS
Explain what are indexes in MongoDB?,TECHNICAL,MONGODB,DBMS
Explain what is GridFS in MongoDB?,TECHNICAL,MONGODB,DBMS
What are alternatives to MongoDB?,TECHNICAL,MONGODB,DBMS
What Is Postgresql?,TECHNICAL,POSTGRESQL,DBMS
State Some Of The Advanced Features Of Postgresql?,TECHNICAL,POSTGRESQL,DBMS
What Are The Languages Which Postgresql Supports?,TECHNICAL,POSTGRESQL,DBMS
Explain About Functions In Postgresql?,TECHNICAL,POSTGRESQL,DBMS
Explain About Indices Of Postgresql?,TECHNICAL,POSTGRESQL,DBMS
What Are The Different Data Types Supported By Postgresql?,TECHNICAL,POSTGRESQL,DBMS
. How Does Postgresql Compare To Oracle/Mysql?,TECHNICAL,POSTGRESQL,DBMS
What is SQL?,TECHNICAL,SQL,DBMS
What is the difference between SQL and NOSQL?,TECHNICAL,SQL,DBMS
Give me a scenario when you could use NOSQL instead of SQL?,TECHNICAL,SQL,DBMS
Which databases you know?,TECHNICAL,SQL,DBMS
Tell me the difference between SQL and PLSQL,TECHNICAL,SQL,DBMS
What is normalization in database,TECHNICAL,SQL,DBMS
Explain Joins in databases,TECHNICAL,SQL,DBMS
Explain ACID Properties in databases,TECHNICAL,SQL,DBMS
What is Atomicity property in DBMS?,TECHNICAL,SQL,DBMS
What is Consistency property in DBMS?,TECHNICAL,SQL,DBMS
What is Isolation property in DBMS?,TECHNICAL,SQL,DBMS
What is Durablity property in DBMS?,TECHNICAL,SQL,DBMS
What is the difference between primary key and candidate key?,TECHNICAL,SQL,DBMS
 What is MySQL?,TECHNICAL,MYSQL,DBMS
 In which language MySQL has been written?,TECHNICAL,MYSQL,DBMS
 What are the technical specifications of MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between MySQL and SQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between database and table?,TECHNICAL,MYSQL,DBMS
 Why do we use the MySQL database server?,TECHNICAL,MYSQL,DBMS
 What are the different tables present in MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between CHAR and VARCHAR?,TECHNICAL,MYSQL,DBMS
 What is the difference between TRUNCATE and DELETE in MySQL?,TECHNICAL,MYSQL,DBMS
 How many Triggers are possible in MySQL?,TECHNICAL,MYSQL,DBMS
 What is heap table?,TECHNICAL,MYSQL,DBMS
 What is BLOB and TEXT in MySQL?,TECHNICAL,MYSQL,DBMS
 What is a trigger in MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between heap table and temporary table?,TECHNICAL,MYSQL,DBMS
 What is the difference between FLOAT and DOUBLE?,TECHNICAL,MYSQL,DBMS
 What are the advantages of MySQL in comparison to Oracle?,TECHNICAL,MYSQL,DBMS
 What are the disadvantages of MySQL?,TECHNICAL,MYSQL,DBMS
 What is the difference between MySQL_connect and MySQL_pconnect?,TECHNICAL,MYSQL,DBMS
 What does "i_am_a_dummy flag" do in MySQL?,TECHNICAL,MYSQL,DBMS
 How to get the current date in MySQL?,TECHNICAL,MYSQL,DBMS
 What are the security alerts while using MySQL?,TECHNICAL,MYSQL,DBMS
 How to change a password for an existing user via Mysqladmin?,TECHNICAL,MYSQL,DBMS
 What is the difference between Unix timestamps and MySQL timestamps?,TECHNICAL,MYSQL,DBMS
 How to display Nth highest salary from a table in a MySQL query?,TECHNICAL,MYSQL,DBMS
 What is MySQL default port number?,TECHNICAL,MYSQL,DBMS
 What is REGEXP?,TECHNICAL,MYSQL,DBMS
 How many columns can you create for an index?,TECHNICAL,MYSQL,DBMS
 What is the difference between NOW(,TECHNICAL,MYSQL,DBMS
 What is the query to display top 20 rows?,TECHNICAL,MYSQL,DBMS
 Write a query to display current date and time?,TECHNICAL,MYSQL,DBMS
 What is save point in MySQL?,TECHNICAL,MYSQL,DBMS
 What is SQLyog?,TECHNICAL,MYSQL,DBMS
 How do you backup a database in MySQl?,TECHNICAL,MYSQL,DBMS
 What are the different column comparison operators in MySQL?,TECHNICAL,MYSQL,DBMS
 Write a query to count the number of rows of a table in MySQL.,TECHNICAL,MYSQL,DBMS
 Write a query to retrieve a hundred books starting from 20th.,TECHNICAL,MYSQL,DBMS
 Write a query to select all teams that won either 1 3 5 or 7 games.,TECHNICAL,MYSQL,DBMS
 What is the default port of MySQL Server?,TECHNICAL,MYSQL,DBMS
 How is MyISAM table stored?,TECHNICAL,MYSQL,DBMS
 What is the usage of ENUMs in MySQL?,TECHNICAL,MYSQL,DBMS
 What are the advantages of MyISAM over InnoDB?,TECHNICAL,MYSQL,DBMS
 What are the differences between MySQL_fetch_array(,TECHNICAL,MYSQL,DBMS
 What is the difference between mysql_connect and mysql_pconnect?,TECHNICAL,MYSQL,DBMS
 What is the use of mysql_close(,TECHNICAL,MYSQL,DBMS
 What is MySQL data directory?,TECHNICAL,MYSQL,DBMS
 How do you determine the location of MySQL data directory?,TECHNICAL,MYSQL,DBMS
 What is the usage of regular expressions in MySQL?,TECHNICAL,MYSQL,DBMS
 What is the usage of "i-am-a-dummy" flag in MySQL?,TECHNICAL,MYSQL,DBMS
 Which command is used to view the content of the table in MySQL?,TECHNICAL,MYSQL,DBMS
 Explain Access Control Lists.,TECHNICAL,MYSQL,DBMS
 What is InnoDB?,TECHNICAL,MYSQL,DBMS
What is IOS?,TECHNICAL,IOS,Mobile
How IOS is better than ANDROID?,TECHNICAL,IOS,Mobile
Why IOS IOS development is costlier?,TECHNICAL,IOS,Mobile
Any Projects you have done on IOS?,TECHNICAL,IOS,Mobile
IOS development requires an APPLE ECOSYSTEM what are your views regarding the same.,TECHNICAL,IOS,Mobile
The consumer base of IOS is small compared to ANDROID so don't you think ANDROID is better?,TECHNICAL,IOS,Mobile
What is ANDROID?,TECHNICAL,ANDROID,Mobile
How ANDROID is different than IOS?,TECHNICAL,ANDROID,Mobile
Which language you use for Android Application development JAVA or KOTLIN?,TECHNICAL,ANDROID,Mobile
How KOTLIN speeds up android development?,TECHNICAL,ANDROID,Mobile
Why ANDROID?,TECHNICAL,ANDROID,Mobile
How can security of android can be improved?,TECHNICAL,ANDROID,Mobile
Which libraries you have used in ANDROID?,TECHNICAL,ANDROID,Mobile
What projects you have done in android?,TECHNICAL,ANDROID,Mobile
Android users generally do not buy any application instead they want application which are free What are your views regarding this?,TECHNICAL,ANDROID,Mobile
IS ANDROID ONLY LIMITED TO MOBILE PHONES?,TECHNICAL,ANDROID,Mobile
Which is the Best Android Phone?,TECHNICAL,ANDROID,Mobile
What is stock Android?,TECHNICAL,ANDROID,Mobile
IS ANDROID OPEN SOURCE,TECHNICAL,ANDROID,Mobile
What is gradle?,TECHNICAL,ANDROID,Mobile
What is the Android Application Architecture?,TECHNICAL,ANDROID,Mobile
In an Android App what is difference between Fragment and Activity?,TECHNICAL,ANDROID,Mobile
What is Android Architecture Components?,TECHNICAL,ANDROID,Mobile
 What is an Android Framework?,TECHNICAL,ANDROID,Mobile
 What is the Android Architecture?,TECHNICAL,ANDROID,Mobile
 What is the difference between File Class and Activity in android?,TECHNICAL,ANDROID,Mobile
 What is APK format?,TECHNICAL,ANDROID,Mobile
 What is Google Android SDK?,TECHNICAL,ANDROID,Mobile
 What is an ANR? How can ANR be prevented?,TECHNICAL,ANDROID,Mobile
 How do you launch an activity in your application?,TECHNICAL,ANDROID,Mobile
 What is the use of WebView in Android?,TECHNICAL,ANDROID,Mobile
 What are the different kinds of context in Android?,TECHNICAL,ANDROID,Mobile
 What are the different storage methods in Android,TECHNICAL,ANDROID,Mobile
 What are the tools required to develop Android Apps?  ,TECHNICAL,ANDROID,Mobile
 What is Intent?,TECHNICAL,ANDROID,Mobile
 What is a Sticky Intent?,TECHNICAL,ANDROID,Mobile
 Explain Folder File Description of Android Apps,TECHNICAL,ANDROID,Mobile
 How to ‘Start Another Activity’? ,TECHNICAL,ANDROID,Mobile
 What is AAPT?,TECHNICAL,ANDROID,Mobile
 What are containers?,TECHNICAL,ANDROID,Mobile
 What are some of the disadvantages of Android?,TECHNICAL,ANDROID,Mobile
 Name the four essential states of an activity,TECHNICAL,ANDROID,Mobile
 What is the difference between a regular bitmap and a nine-patch image?,TECHNICAL,ANDROID,Mobile
 Which language is supported by Android for application development?,TECHNICAL,ANDROID,Mobile
 What are the dialog boxes that are supported in Android? ,TECHNICAL,ANDROID,Mobile
 Give an example for sticky broadcast,TECHNICAL,ANDROID,Mobile
 What is DDMS?,TECHNICAL,ANDROID,Mobile
 Name some exceptions in android?,TECHNICAL,ANDROID,Mobile
What are the different data structures in R? Briefly explain about them.,TECHNICAL,R,Language
How can you load a .csv file in R?,TECHNICAL,R,Language
What are the different components of grammar of graphics?,TECHNICAL,R,Language
What is Rmarkdown? What is the use of it?,TECHNICAL,R,Language
How do you install a package in R?,TECHNICAL,R,Language
What are the steps to build and evaluate a linear regression model in R?,TECHNICAL,R,Language
Name some packages in R which can be used for data imputation?,TECHNICAL,R,Language
Explain about confusion matrix in R?,TECHNICAL,R,Language
How would you write a custom function in R? Give an example.,TECHNICAL,R,Language
Name some functions available in “dplyr” package.,TECHNICAL,R,Language
How would you create a new R6 Class?,TECHNICAL,R,Language
What is a Random Forest? How do you build and evaluate a Random Forest in R?,TECHNICAL,R,Language
Tell me something about shinyR.,TECHNICAL,R,Language
What is advantage of using apply family of functions in R?,TECHNICAL,R,Language
What packages are used for data mining in R?,TECHNICAL,R,Language
What is clustering? What is the difference between kmeans clustering and hierarchical clustering?,TECHNICAL,R,Language
Give examples of “rbind()” and “cbind()” functions in R,TECHNICAL,R,Language
Give examples of while and for loop in R.,TECHNICAL,R,Language
Give examples of “select” and “filter” functions from “dplyr” package.,TECHNICAL,R,Language
What is the use of stringR package,TECHNICAL,R,Language
What do you know about the rattle package in R?,TECHNICAL,R,Language
How would you make multiple plots onto a single page in R?,TECHNICAL,R,Language
How would you create a scatterplot using ggplot2 package?,TECHNICAL,R,Language
How would you facet the data using ggplot2 package?,TECHNICAL,R,Language
Given a vector of values how would you convert it into a time series object?,TECHNICAL,R,Language
What is a White Noise model and how can you simulate it using R?,TECHNICAL,R,Language
What is a Random Walk model and how can you simulate it using R?,TECHNICAL,R,Language
What is Principal Component Analysis and how can you create a PCA model in R?,TECHNICAL,R,Language
How would you find out the mean of one column w.r.t another?,TECHNICAL,R,Language
Explain about “initialize()” function in R?,TECHNICAL,R,Language
How would you fit a linear model over a scatter-plot?,TECHNICAL,R,Language
What do you know about the evaluate_model() function from “statisticalModeling” Package,TECHNICAL,R,Language
How would you build a Scatter-plot using plotly?,TECHNICAL,R,Language
What is the difference between a bar-chart and a histogram? Where would you use a bar-chart and where would you use a histogram?,TECHNICAL,R,Language
How would you create a box-plot using “plotly”?,TECHNICAL,R,Language
How would you do a left and right join in R?,TECHNICAL,R,Language
What is a factor? How would you create a factor in R?,TECHNICAL,R,Language
Given a vector of numbers how would you turn the values into scientific notation?,TECHNICAL,R,Language
How would you join multiple strings together?,TECHNICAL,R,Language
Write a custom function which will replace all the missing values in a vector with the mean of values.,TECHNICAL,R,Language
What are the different import functions in R?,TECHNICAL,R,Language
Name some functions which can be used for debugging in R?,TECHNICAL,R,Language
How would you check the distribution of a categorical variable in R?,TECHNICAL,R,Language
How would you find the number of missing values in a dataset and remove all of them? ,TECHNICAL,R,Language
What is correlation? How would you measure correlation in R?,TECHNICAL,R,Language
How would you extract one particular word from a string?,TECHNICAL,R,Language
How would you do a cross-product of two tables in R?,TECHNICAL,R,Language
 What is Haskell and Why it is used for? ,TECHNICAL,HASKELL,Language
 What are the advantages  and disadvantages of Haskell programming? ,TECHNICAL,HASKELL,Language
 What is the latest version of Haskell? ,TECHNICAL,HASKELL,Language
 What are Monads in Haskell? ,TECHNICAL,HASKELL,Language
 What are the types of polymorphism used in Haskell? ,TECHNICAL,HASKELL,Language
 Write a program in Haskell to print “bestinterviewquestion.com.” ,TECHNICAL,HASKELL,Language
 What are the kinds of operators used in Haskell? ,TECHNICAL,HASKELL,Language
 What is lazy evaluation in Haskell? ,TECHNICAL,HASKELL,Language
 What is currying in Haskell? ,TECHNICAL,HASKELL,Language
 What is Zippers in Haskell? ,TECHNICAL,HASKELL,Language
 Explain the types of Modules used in Haskell ,TECHNICAL,HASKELL,Language
 Explain the difference between Haskell and Erlang? ,TECHNICAL,HASKELL,Language
 What is Prelude in Haskell ,TECHNICAL,HASKELL,Language
 Explain Haskell data types? ,TECHNICAL,HASKELL,Language
 What is the purpose of a functor Haskell? ,TECHNICAL,HASKELL,Language
 How is Haskell different from modern dynamic languages? ,TECHNICAL,HASKELL,Language
 Difference between `data` and `newtype` in Haskell? ,TECHNICAL,HASKELL,Language
 What is multithreading?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the thread?,TECHNICAL,JAVAMULTITHREADING,Language
 Differentiate between process and thread? ,TECHNICAL,JAVAMULTITHREADING,Language
 What do you understand by inter-thread communication?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the purpose of wait(,TECHNICAL,JAVAMULTITHREADING,Language
 Why must wait(,TECHNICAL,JAVAMULTITHREADING,Language
 What are the advantages of multithreading?,TECHNICAL,JAVAMULTITHREADING,Language
 What are the states in the lifecycle of a Thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between preemptive scheduling and time slicing? ,TECHNICAL,JAVAMULTITHREADING,Language
 What is context switching?,TECHNICAL,JAVAMULTITHREADING,Language
 Differentiate between the Thread class and Runnable interface for creating a Thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What does join(,TECHNICAL,JAVAMULTITHREADING,Language
 Describe the purpose and working of sleep(,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between wait(,TECHNICAL,JAVAMULTITHREADING,Language
 Is it possible to start a thread twice?,TECHNICAL,JAVAMULTITHREADING,Language
 Can we call the run(,TECHNICAL,JAVAMULTITHREADING,Language
 What about the daemon threads?,TECHNICAL,JAVAMULTITHREADING,Language
Can we make the user thread as daemon thread if the thread is started?,TECHNICAL,JAVAMULTITHREADING,Language
What is shutdown hook?,TECHNICAL,JAVAMULTITHREADING,Language
When should we interrupt a thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the synchronization?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the purpose of the Synchronized block?,TECHNICAL,JAVAMULTITHREADING,Language
Can Java object be locked down for exclusive use by a given thread? ,TECHNICAL,JAVAMULTITHREADING,Language
 What is static synchronization?,TECHNICAL,JAVAMULTITHREADING,Language
What is the difference between notify(,TECHNICAL,JAVAMULTITHREADING,Language
What is the deadlock?,TECHNICAL,JAVAMULTITHREADING,Language
 How to detect a deadlock condition? How can it be avoided?,TECHNICAL,JAVAMULTITHREADING,Language
 What is Thread Scheduler in java?,TECHNICAL,JAVAMULTITHREADING,Language
 Does each thread have its stack in multithreaded programming?,TECHNICAL,JAVAMULTITHREADING,Language
 How is the safety of a thread achieved?,TECHNICAL,JAVAMULTITHREADING,Language
 What is race-condition?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the volatile keyword in java?,TECHNICAL,JAVAMULTITHREADING,Language
 What do you understand by thread pool?,TECHNICAL,JAVAMULTITHREADING,Language
 What are the main components of concurrency API?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the Executor interface in Concurrency API in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 What is BlockingQueue?,TECHNICAL,JAVAMULTITHREADING,Language
 How to implement producer-consumer problem by using BlockingQueue?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between Java Callable interface and Runnable interface?,TECHNICAL,JAVAMULTITHREADING,Language
 What is the Atomic action in Concurrency in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 What is lock interface in Concurrency API in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 Explain the ExecutorService Interface.,TECHNICAL,JAVAMULTITHREADING,Language
 What is the difference between Synchronous programming and Asynchronous programming regarding a thread?,TECHNICAL,JAVAMULTITHREADING,Language
 What do you understand by Callable and Future in Java?,TECHNICAL,JAVAMULTITHREADING,Language
 Define FutureTask class in Java? ,TECHNICAL,JAVAMULTITHREADING,Language
What is the difference between declaration and definition of a variable/function?,TECHNICAL,C,Language
What are different storage class specifiers in C?,TECHNICAL,C,Language
What is scope of a variable? How are variables scoped in C?,TECHNICAL,C,Language
When should we use pointers in a C program?,TECHNICAL,C,Language
What is NULL pointer? ,TECHNICAL,C,Language
What is Dangling pointer?,TECHNICAL,C,Language
What is memory leak? Why it should be avoided,TECHNICAL,C,Language
What are local static variables? What is their use?,TECHNICAL,C,Language
What are static functions? What is their use?,TECHNICAL,C,Language
 What is the difference between list and tuples in python?,TECHNICAL,PYTHON,Language
What are the key features of Python?,TECHNICAL,PYTHON,Language
What is the difference between deep and shallow copy in python?,TECHNICAL,PYTHON,Language
How is Multithreading achieved in Python?,TECHNICAL,PYTHON,Language
Whenever Python exits why isn’t all the memory de-allocated?,TECHNICAL,PYTHON,Language
What is dictionary in Python?,TECHNICAL,PYTHON,Language
What is monkey patching in Python?,TECHNICAL,PYTHON,Language
 What is the process of compilation and linking in python?,TECHNICAL,PYTHON,Language
Explain split() method in Python.,TECHNICAL,PYTHON,Language
Explain sub() methods  in Python.,TECHNICAL,PYTHON,Language
Explain subn() methods in Python.,TECHNICAL,PYTHON,Language
What is the difference between range and xrange in python?,TECHNICAL,PYTHON,Language
What is pickling and unpickling in python?,TECHNICAL,PYTHON,Language
Difference between python and java,TECHNICAL,PYTHON,Language
Difference between python and cpp,TECHNICAL,PYTHON,Language
Difference between python and c,TECHNICAL,PYTHON,Language
Is Python object oriented?,TECHNICAL,PYTHON,Language
How we can use python for web development,TECHNICAL,PYTHON,Language
Is python scalable for enterprise?,TECHNICAL,PYTHON,Language
Difference between python2 and python3?,TECHNICAL,PYTHON,Language
 Explain what is GO?,TECHNICAL,GOLANG,Language
 What is syntax like in GO?,TECHNICAL,GOLANG,Language
 Explain what is string literals?,TECHNICAL,GOLANG,Language
 Explain packages in Go program?,TECHNICAL,GOLANG,Language
 Explain workspace in GO?,TECHNICAL,GOLANG,Language
 Explain how to use custom packages in GO language?,TECHNICAL,GOLANG,Language
 Explain what is GOPATH environment variable?,TECHNICAL,GOLANG,Language
 Explain how you can do testing in GO?,TECHNICAL,GOLANG,Language
 Explain what is string types?,TECHNICAL,GOLANG,Language
 What are the advantages of GO?,TECHNICAL,GOLANG,Language
 List out the built in support in GO?,TECHNICAL,GOLANG,Language
 Explain what is go routine in GO? How you can stop go routine?,TECHNICAL,GOLANG,Language
 Explain how you can write multiline strings in GO?,TECHNICAL,GOLANG,Language
 Explain how you to access command line arguments passed to a GO program?,TECHNICAL,GOLANG,Language
 Explain how pointer is represented in GO?,TECHNICAL,GOLANG,Language
 How you can format a string without printing?,TECHNICAL,GOLANG,Language
 Explain how arrays in GO works differently then C ?,TECHNICAL,GOLANG,Language
 Explain GO Interfaces ?,TECHNICAL,GOLANG,Language
 Explain what Type assertion is used for and how it does it?,TECHNICAL,GOLANG,Language
 In GO language how you can check variable type at runtime?,TECHNICAL,GOLANG,Language
 What is Ruby on Rails and why it is used for? ,TECHNICAL,RUBY,Language
 Who Developed Ruby on Rails? ,TECHNICAL,RUBY,Language
 Explain the Advantages of Ruby on Rails? ,TECHNICAL,RUBY,Language
 What is the latest version of ruby on rails? ,TECHNICAL,RUBY,Language
 What are class libraries? ,TECHNICAL,RUBY,Language
 What are naming conventions? ,TECHNICAL,RUBY,Language
 What is Object-Relationship-Model (ORM)? ,TECHNICAL,RUBY,Language
 What is the difference between false and nil in Ruby? ,TECHNICAL,RUBY,Language
 What role do sub-directory app/helpers and app/controllers play? ,TECHNICAL,RUBY,Language
 How are String and Symbol different? ,TECHNICAL,RUBY,Language
 What is Rails active record? ,TECHNICAL,RUBY,Language
 How do Rails implement Ajax? ,TECHNICAL,RUBY,Language
 What is the process for creating a controller for the subject? What is its role? ,TECHNICAL,RUBY,Language
 What is Rails Migration? What can it do? ,TECHNICAL,RUBY,Language
 When are self.up and self.down methods used? ,TECHNICAL,RUBY,Language
 What is Cross-Site Request Forgery (CSRF)? How is Rails protected against it? ,TECHNICAL,RUBY,Language
 How can you run Rails without creating databases? ,TECHNICAL,RUBY,Language
 How are Observers and Callbacks different from each other? ,TECHNICAL,RUBY,Language
 What is Rake? ,TECHNICAL,RUBY,Language
 How is Dynamic Scaffolding different from Static Scaffolding? ,TECHNICAL,RUBY,Language
 What role does garbage collection play? ,TECHNICAL,RUBY,Language
 How is direct different from render? ,TECHNICAL,RUBY,Language
 What is the importance of RJs? ,TECHNICAL,RUBY,Language
 How is calling super() different from the super call? ,TECHNICAL,RUBY,Language
 What are Float Dig and Max? ,TECHNICAL,RUBY,Language
 How many types of variables are available in Ruby Class? ,TECHNICAL,RUBY,Language
 How are the key differences between Python and Ruby? ,TECHNICAL,RUBY,Language
 What is Java?,TECHNICAL,JAVA,Language
 What are the differences between C++ and Java?,TECHNICAL,JAVA,Language
 List the features of Java Programming language.,TECHNICAL,JAVA,Language
 What do you understand by Java virtual machine?,TECHNICAL,JAVA,Language
 What is the difference between JDK JRE and JVM?,TECHNICAL,JAVA,Language
 How many types of memory areas are allocated by JVM?,TECHNICAL,JAVA,Language
 What is JIT compiler?,TECHNICAL,JAVA,Language
