Question,Question Type,Sub Category,Category
Mention what is user-defined data type?,TECHNICAL,DOTNET,Language
List out few of the .Net base class library namespace?,TECHNICAL,DOTNET,Language
Mention what is the difference between structures and classes in .NET?,TECHNICAL,DOTNET,Language
Mention the types of multidimensional arrays used in .NET ?,TECHNICAL,DOTNET,Language
Explain how to add properties in.NET?,TECHNICAL,DOTNET,Language
Mention what is event bubbling in .NET?,TECHNICAL,DOTNET,Language
Mention what are the debugging windows available?,TECHNICAL,DOTNET,Language
Explain what is Microsoft Silverlight?,TECHNICAL,DOTNET,Language
What Silverlight is composed of?,TECHNICAL,DOTNET,Language
Explain what is .xap file?,TECHNICAL,DOTNET,Language
List out the tools required to build Silverlight applications?,TECHNICAL,DOTNET,Language
Mention whether Silverlight allows MPEG4 and H.264 videos or AAC (advanced audio coding,TECHNICAL,DOTNET,Language
Explain how you can host a Silverlight Applications?,TECHNICAL,DOTNET,Language
Mention what is the difference between WPF (Windows Presentation Foundation,TECHNICAL,DOTNET,Language
Explain how you can pass parameters to silver light controls from ASP.NET pages?,TECHNICAL,DOTNET,Language
Explain how Silverlight and ASP.NET AJAX can be used by consumers?,TECHNICAL,DOTNET,Language
Explain how you can check the internet connection status in Silverlight?,TECHNICAL,DOTNET,Language
Explain what is RIA?,TECHNICAL,DOTNET,Language
Mention what are the different layout controls available in Silverlight?,TECHNICAL,DOTNET,Language
What is the syntax for Net?,TECHNICAL,DOTNET,Language
 What are the basic differences between relational database and HDFS?,TECHNICAL,HADOOP,Others
Explain “Big Data” and what are five V’s of Big Data?,TECHNICAL,HADOOP,Others
What is Hadoop and its components. ,TECHNICAL,HADOOP,Others
What are HDFS and YARN?,TECHNICAL,HADOOP,Others
Tell me about the various Hadoop daemons and their roles in a Hadoop cluster.,TECHNICAL,HADOOP,Others
Compare HDFS with Network Attached Storage (NAS).
,TECHNICAL,HADOOP,Others
List the difference between Hadoop 1 and Hadoop 2.,TECHNICAL,HADOOP,Others
What are active and passive “NameNodes”? ,TECHNICAL,HADOOP,Others
 Why does one remove or add nodes in a Hadoop cluster frequently?,TECHNICAL,HADOOP,Others
What happens when two clients try to access the same file in the HDFS?,TECHNICAL,HADOOP,Others
How does NameNode tackle DataNode failures?,TECHNICAL,HADOOP,Others
What will you do when NameNode is down?,TECHNICAL,HADOOP,Others
 How is HDFS fault tolerant? ,TECHNICAL,HADOOP,Others
Can NameNode and DataNode be a commodity hardware? ,TECHNICAL,HADOOP,Others
 Why do we use HDFS for applications having large data sets and not when there are a lot of small files? ,TECHNICAL,HADOOP,Others
How can I restart “NameNode” or all the daemons in Hadoop? ,TECHNICAL,HADOOP,Others
What is the difference between an “HDFS Block” and an “Input Split”?,TECHNICAL,HADOOP,Others
Name the three modes in which Hadoop can run.,TECHNICAL,HADOOP,Others
What is “MapReduce”? What is the syntax to run a “MapReduce” program? ,TECHNICAL,HADOOP,Others
State the reason why we can’t perform “aggregation” (addition) in mapper? Why do we need the “reducer” for this?,TECHNICAL,HADOOP,Others
What does a “MapReduce Partitioner” do?,TECHNICAL,HADOOP,Others
What are the benefits of Apache Pig over MapReduce? ,TECHNICAL,HADOOP,Others
What are the different data types in Pig Latin?,TECHNICAL,HADOOP,Others
 What is Apache HBase?,TECHNICAL,HADOOP,Others
What are the components of Apache HBase?,TECHNICAL,HADOOP,Others
. Mention the differences between “HBase” and “Relational Databases”?,TECHNICAL,HADOOP,Others
What is Apache Spark?,TECHNICAL,HADOOP,Others
What is Apache ZooKeeper and Apache Oozie?,TECHNICAL,HADOOP,Others
What is your weakness?,NON_TECHNICAL,RQUESTION,General
What is your strength?,NON_TECHNICAL,RQUESTION,General
Tell me something which is not on your resume?,NON_TECHNICAL,RQUESTION,General
What if we hire you for development and ask you to do testing or support work?,NON_TECHNICAL,RQUESTION,General
What do know about our company?,NON_TECHNICAL,RQUESTION,General
Why should we hire you?,NON_TECHNICAL,RQUESTION,General
Why aren't you opting for hire studies?,NON_TECHNICAL,RQUESTION,General
tell me something about your family?,NON_TECHNICAL,RQUESTION,General
How you feel about working late or during the weekends?,NON_TECHNICAL,RQUESTION,General
Have you faced any challenging situation? How did you handle it?,NON_TECHNICAL,RQUESTION,General
Where do you see yourself in the next five years?,NON_TECHNICAL,RQUESTION,General
What are your hobbies and interests?,NON_TECHNICAL,RQUESTION,General
Do you lie?,NON_TECHNICAL,RQUESTION,General
How much salary are you expecting?,NON_TECHNICAL,RQUESTION,General
Do you have any questions for me?,NON_TECHNICAL,RQUESTION,General
You have not done your PG yet. This is not a drawback but don’t you think you should get a PG degree asap?,NON_TECHNICAL,RQUESTION,General
What are your strong points? or What are your strengths?,NON_TECHNICAL,RQUESTION,General
What is your greatest fear?,NON_TECHNICAL,RQUESTION,General
If I call up your current or previous reporting manager now what will be their opinion about you? What will they say that you need to work on?,NON_TECHNICAL,RQUESTION,General
Do you have any serious medical issues?,NON_TECHNICAL,RQUESTION,General
Did you ever have a conflict with your current/previous boss or professor?,NON_TECHNICAL,RQUESTION,General
What do your friends/co-workers say about you?,NON_TECHNICAL,RQUESTION,General
What did you do in the last year to improve your knowledge?,NON_TECHNICAL,RQUESTION,General
Explain the difference between group and team. Are you a team player?,NON_TECHNICAL,RQUESTION,General
What is your ideal company or workplace?,NON_TECHNICAL,RQUESTION,General
Have you ever had to fire anyone? How did you feel about that?,NON_TECHNICAL,RQUESTION,General
What is the most difficult thing that you’ve ever accomplished? or What is the most difficult thing you have ever done?,NON_TECHNICAL,RQUESTION,General
What is the difference between hard work and smart work?,NON_TECHNICAL,RQUESTION,General
How do you feel about working weekends and night shifts?,NON_TECHNICAL,RQUESTION,General
Where do you see yourself 3 years from now? or Where do you see yourself in 5 years?,NON_TECHNICAL,RQUESTION,General
Give an example of a time you had to respond to an unhappy manager/ customer/ colleague/ professor/ friend.,NON_TECHNICAL,RQUESTION,General
How quickly do you adapt to new technology?,NON_TECHNICAL,RQUESTION,General
What software packages are you familiar with?,NON_TECHNICAL,RQUESTION,General
On a scale of 1 to 10 how would you rate yourself as a leader?,NON_TECHNICAL,RQUESTION,General
What makes you angry?,NON_TECHNICAL,RQUESTION,General
Are you open to take risks? or Do you like experimenting?,NON_TECHNICAL,RQUESTION,General
What are your future goals? Tell me about your short term and long-term goals.,NON_TECHNICAL,RQUESTION,General
What motivates you?,NON_TECHNICAL,RQUESTION,General
What are your hobbies? or What are you passionate about?,NON_TECHNICAL,RQUESTION,General
What are your biggest achievements till date?,NON_TECHNICAL,RQUESTION,General
What are you most proud of?,NON_TECHNICAL,RQUESTION,General
What has been your greatest failure?,NON_TECHNICAL,RQUESTION,General
What do you always regret? or Do you have any regrets?,NON_TECHNICAL,RQUESTION,General
How do you respond to change?,NON_TECHNICAL,RQUESTION,General
Are you demanding as a boss?,NON_TECHNICAL,RQUESTION,General
Are you an organized person?,NON_TECHNICAL,RQUESTION,General
Can you describe your time management skills?,NON_TECHNICAL,RQUESTION,General
Are you reliable? or Can I trust you with responsibilities?,NON_TECHNICAL,RQUESTION,General
What are the three things that are most important for you in a job?,NON_TECHNICAL,RQUESTION,General
What was the toughest decision you ever had to make?,NON_TECHNICAL,RQUESTION,General
If you won a Rs.10-crore lottery would you still work?,NON_TECHNICAL,RQUESTION,General
Give me an example of your creativity.,NON_TECHNICAL,RQUESTION,General
What makes you happy?,NON_TECHNICAL,RQUESTION,General
How do you work under pressure? Can you handle the pressure?,NON_TECHNICAL,RQUESTION,General
Are you willing to relocate or travel?,NON_TECHNICAL,RQUESTION,General
What do you know about us or our company?,NON_TECHNICAL,RQUESTION,General
How long do you think you will work for us after we hire you?,NON_TECHNICAL,RQUESTION,General
Are you applying for other jobs? Do you have any other offer in hand?,NON_TECHNICAL,RQUESTION,General
Why do you want to work for us or our company? or Why do you want this job?,NON_TECHNICAL,RQUESTION,General
Do you know anyone who works for us?,NON_TECHNICAL,RQUESTION,General
Why should we hire you? or Why should I hire you?,NON_TECHNICAL,RQUESTION,General
What are your salary expectations?,NON_TECHNICAL,RQUESTION,General
Share an experience you had in dealing with a difficult person and how you handled the situation.,NON_TECHNICAL,RQUESTION,General
Share an effective method you have used to enforce rules and regulations.,NON_TECHNICAL,RQUESTION,General
Name a time when your advice to management led to an improvement in your company or otherwise helped your employer.,NON_TECHNICAL,RQUESTION,General
Please share with me an example of how you helped coach or mentor someone. What improvements did you see in the person's knowledge or skills?,NON_TECHNICAL,RQUESTION,General
Provide an example of a time when you successfully organized a diverse group of people to accomplish a task.,NON_TECHNICAL,RQUESTION,General
Tell me how you organize plan and prioritize your work.,NON_TECHNICAL,RQUESTION,General
Share an experience when you applied new technology or information in your job. How did it help your company or project?,NON_TECHNICAL,RQUESTION,General
Tell me about an experience in which you analyzed information and evaluated results to choose the best solution to a problem.,NON_TECHNICAL,RQUESTION,General
Name a time when you identified strengths and weaknesses of alternative solutions to problems. What was the impact?,NON_TECHNICAL,RQUESTION,General
Provide an example of a time when you were able to demonstrate excellent listening skills. What was the situation and outcome?,NON_TECHNICAL,RQUESTION,General
Please share an experience in which you presented to a group. What was the situation and how did it go?,NON_TECHNICAL,RQUESTION,General
Share an example of when you went above and beyond the "call of duty".,NON_TECHNICAL,RQUESTION,General
In your experience what is the key to developing a good team?,NON_TECHNICAL,RQUESTION,General
Provide a time when you dealt calmly and effectively with a high-stress situation.,NON_TECHNICAL,RQUESTION,General
What have you found to be the best way to monitor the performance of your work and/or the work of others? Share a time when you had to take correctiv,NON_TECHNICAL,RQUESTION,General
Provide a time when you worked in a rapidly evolving workplace. How did you deal with the change?,NON_TECHNICAL,RQUESTION,General
Name a time when your patience was tested. How did you keep your emotions in check?,NON_TECHNICAL,RQUESTION,General
Provide an example when your ethics were tested.,NON_TECHNICAL,RQUESTION,General
Provide an experience in which you were sensitive to somone's needs or feelings. How did your helpfulness affect your work environment?,NON_TECHNICAL,RQUESTION,General
Provide an example when you were able to prevent a problem because you foresaw the reaction of another person.,NON_TECHNICAL,RQUESTION,General
Share an experience in which you successfully coordinated with others. How about a coordination effort that was not as successful?,NON_TECHNICAL,RQUESTION,General
Tell me about a time when you developed your own way of doing things or were self-motivated to finish an important task.,NON_TECHNICAL,RQUESTION,General
How do you balance cooperation with others and independent thinking? Share an example. ,NON_TECHNICAL,RQUESTION,General
Provide an example of when you were persistent in the face of obstacles,NON_TECHNICAL,RQUESTION,General
Describe your ability to deal with conflict. ,NON_TECHNICAL,RQUESTION,General
Tell me your three weaknesses. ,NON_TECHNICAL,RQUESTION,General
What are your three greatest strengths? ,NON_TECHNICAL,RQUESTION,General
Where do you see yourself in  years? ,NON_TECHNICAL,RQUESTION,General
Tell me about your ability to work under pressure. ,NON_TECHNICAL,RQUESTION,General
Why do you apply for this position? ,NON_TECHNICAL,RQUESTION,General
What has been your greatest accomplishment? ,NON_TECHNICAL,RQUESTION,General
Why did you leave your previous job? ,NON_TECHNICAL,RQUESTION,General
How would you deal with this kind of situation? ,NON_TECHNICAL,RQUESTION,General
Are you a team player? ,NON_TECHNICAL,RQUESTION,General
How would your friends or coworkers describe you? ,NON_TECHNICAL,RQUESTION,General
What are your salary requirements? ,NON_TECHNICAL,RQUESTION,General
What are your short-term goals? Long-term? ,NON_TECHNICAL,RQUESTION,General
How do you motivate people? ,NON_TECHNICAL,RQUESTION,General
How do you manage multiple tasks/projects? ,NON_TECHNICAL,RQUESTION,General
What is your definition of great customer service? ,NON_TECHNICAL,RQUESTION,General
How do you define success? ,NON_TECHNICAL,RQUESTION,General
Tell me three books you have read recently. ,NON_TECHNICAL,RQUESTION,General
What kind of experience did you gain from your previous job/internship/etc? ,NON_TECHNICAL,RQUESTION,General
May me check your reference? ,NON_TECHNICAL,RQUESTION,General
Do you have an upcoming interview?,NON_TECHNICAL,RQUESTION,General
When can you start to work if hired? ,NON_TECHNICAL,RQUESTION,General
describe a situation you took full responsibility for actions and outcome ,NON_TECHNICAL,RQUESTION,General
How do you think you will compensate for your lack of experience? ,NON_TECHNICAL,RQUESTION,General
Briefly describe the type of career opportunity you are seeking. ,NON_TECHNICAL,RQUESTION,General
In what kind of work environment are you comfortable in? ,NON_TECHNICAL,RQUESTION,General
Tell me about your proudest achievement. ,NON_TECHNICAL,RQUESTION,General
What is your philosophy towards work? ,NON_TECHNICAL,RQUESTION,General
Describe work-related problems and how you solved them. ,NON_TECHNICAL,RQUESTION,General
What are your career goals? ,NON_TECHNICAL,RQUESTION,General
Briefly describe your ideal job? ,NON_TECHNICAL,RQUESTION,General
Describe your work ethic. ,NON_TECHNICAL,RQUESTION,General
how do you plan to achieve these goals? ,NON_TECHNICAL,RQUESTION,General
What kinds of situations put you under stress? How do you handle that stress? ,NON_TECHNICAL,RQUESTION,General
How do you solve problems ,NON_TECHNICAL,RQUESTION,General
If hired how long do you expect to work for us? ,NON_TECHNICAL,RQUESTION,General
Describe yourself mentioning three of your characterristics. ,NON_TECHNICAL,RQUESTION,General
Tell me about your dream job. ,NON_TECHNICAL,RQUESTION,General
Describe a situation where you had an irate customer and how did you handle it ,NON_TECHNICAL,RQUESTION,General
What motivates you to do your best on the job? ,NON_TECHNICAL,RQUESTION,General
If you have a customer in front of you a client on the phone and a boss who wants to see you what do you do? ,NON_TECHNICAL,RQUESTION,General
What do you know about our company? ,NON_TECHNICAL,RQUESTION,General
If you disagree with your supervisor on an important issue of the job what will you do?,NON_TECHNICAL,RQUESTION,General
How do you establish a working relationship with new people? ,NON_TECHNICAL,RQUESTION,General
Tell me about a time where you faced an ethical dilemma. How did you handle it?,NON_TECHNICAL,RQUESTION,General
How would you adapt to a new work environment? ,NON_TECHNICAL,RQUESTION,General
What have you done to improve your skills/knowledge from last year? ,NON_TECHNICAL,RQUESTION,General
Why did you choose your major? ,NON_TECHNICAL,RQUESTION,General
How do you evaluate yourself? ,NON_TECHNICAL,RQUESTION,General
Explain how you would be an asset to this company. ,NON_TECHNICAL,RQUESTION,General
What irritates you about coworkers? ,NON_TECHNICAL,RQUESTION,General
How do you handle an important assignment? ,NON_TECHNICAL,RQUESTION,General
How did you prepare for this interview? ,NON_TECHNICAL,RQUESTION,General
Describe what qualities would you like to see in a supervisor? ,NON_TECHNICAL,RQUESTION,General
Dscribe an experience that you think out of the box. ,NON_TECHNICAL,RQUESTION,General
what do you like most and least about your last or current job ,NON_TECHNICAL,RQUESTION,General
What two or three things are most important to you in your job? ,NON_TECHNICAL,RQUESTION,General
Please describe your experience working with people of different socio-economically and culturally diverse group. ,NON_TECHNICAL,RQUESTION,General
Why did you choose this industry? ,NON_TECHNICAL,RQUESTION,General
What are some of your expectations of your future employer? ,NON_TECHNICAL,RQUESTION,General
Please explain the gap on your resume? ,NON_TECHNICAL,RQUESTION,General
Are you willing to travel (for the job)? ,NON_TECHNICAL,RQUESTION,General
How long would it take for you to make a meaningful contribution to our company? ,NON_TECHNICAL,RQUESTION,General
Can you work well under deadlines or pressure? ,NON_TECHNICAL,RQUESTION,General
What are you expectations regarding promotions and salary increases? ,NON_TECHNICAL,RQUESTION,General
How do you relate to your boss? ,NON_TECHNICAL,RQUESTION,General
Do you consider yourself successful? ,NON_TECHNICAL,RQUESTION,General
Tell me about a project you initiated. ,NON_TECHNICAL,RQUESTION,General
MENTION THE EXPERIENCE YOU HAVE RELATED TO THIS POSITION AND YEARS OF EXPERIENCE? ,NON_TECHNICAL,RQUESTION,General
What do you feel about diversity in the workplace? Do you think it is important? ,NON_TECHNICAL,RQUESTION,General
Where else have you applied? ,NON_TECHNICAL,RQUESTION,General
How would you describe the pace at which you work? ,NON_TECHNICAL,RQUESTION,General
What was the most useful criticism you received? Who was it from? ,NON_TECHNICAL,RQUESTION,General
Will you take a drug/psychological examination as a condition of employment? ,NON_TECHNICAL,RQUESTION,General
How do you handle rejection? ,NON_TECHNICAL,RQUESTION,General
What were your favorite classes or activities during school? ,NON_TECHNICAL,RQUESTION,General
What kind of job are you looking for? ,NON_TECHNICAL,RQUESTION,General
Is there anyone you could not work with? ,NON_TECHNICAL,RQUESTION,General
How do you think your education has prepared you for this type of position? ,NON_TECHNICAL,RQUESTION,General
Do you consider yourself overqualified for this position? ,NON_TECHNICAL,RQUESTION,General
Tell me about a suggestion you have made. ,NON_TECHNICAL,RQUESTION,General
How do you handle dishonesty? ,NON_TECHNICAL,RQUESTION,General
What is more important to you the money or the work? ,NON_TECHNICAL,RQUESTION,General
Do you know anyone who works for us? ,NON_TECHNICAL,RQUESTION,General
What would you like to accomplish through this position that you were not able ,NON_TECHNICAL,RQUESTION,General
Tell me about an assignment that was too difficult for you. How did you handle ,NON_TECHNICAL,RQUESTION,General
What did you do when you had a deadline and didn't make it? ,NON_TECHNICAL,RQUESTION,General
Tell me about any issues with any previous bosses. ,NON_TECHNICAL,RQUESTION,General
What is your GPA? How does your GPA reflect your abilities? ,NON_TECHNICAL,RQUESTION,General
Would you rather work with information or people? ,NON_TECHNICAL,RQUESTION,General
What would your previous supervisor say your strongest point is? ,NON_TECHNICAL,RQUESTION,General
How do you relate to your co-workers? ,NON_TECHNICAL,RQUESTION,General
What new skills have you developed recently? ,NON_TECHNICAL,RQUESTION,General
What kind of personal goals have you set for yourself? ,NON_TECHNICAL,RQUESTION,General
Would you consider yourself an organized person? ,NON_TECHNICAL,RQUESTION,General
How long have you been looking for a job? ,NON_TECHNICAL,RQUESTION,General
What position do you prefer when working on a team? ,NON_TECHNICAL,RQUESTION,General
If hired will you work full/part-time? Nights? Weekends? ,NON_TECHNICAL,RQUESTION,General
If you were hiring someone for this job what would you look for? ,NON_TECHNICAL,RQUESTION,General
How would you tackle the first  days at this job? ,NON_TECHNICAL,RQUESTION,General
Describe a typical work day. ,NON_TECHNICAL,RQUESTION,General
Tell me about the most fun you had on the job. ,NON_TECHNICAL,RQUESTION,General
Have you ever been fired? ,NON_TECHNICAL,RQUESTION,General
What makes this position different from your last employed standing? ,NON_TECHNICAL,RQUESTION,General
Site an example from your personal life when you were dishonest to someone? ,NON_TECHNICAL,RQUESTION,General
How do you typically confront subordinates when results are unacceptale? ,NON_TECHNICAL,RQUESTION,General
Describe what you would classify as a crisis? ,NON_TECHNICAL,RQUESTION,General
Do you set goals for yourself? ,NON_TECHNICAL,RQUESTION,General
What has disappointed you in a job? ,NON_TECHNICAL,RQUESTION,General
Tell me about a time that you successfully dealt with a person when that person did not like you or vice-versa. ,NON_TECHNICAL,RQUESTION,General
In hindsight how could you have improved your performance at previous jobs? ,NON_TECHNICAL,RQUESTION,General
What significant trends do you see in our industry? ,NON_TECHNICAL,RQUESTION,General
Do you plan to get a graduate degree in the future? ,NON_TECHNICAL,RQUESTION,General
What would you do if your employer instructed you to do something that was unethical or illegal? ,NON_TECHNICAL,RQUESTION,General
Why did you stay at this position for such a short time? ,NON_TECHNICAL,RQUESTION,General
What were the most important decisions you made in your last job? ,NON_TECHNICAL,RQUESTION,General
Tell me about an instance where you have failed and what you learned from it. ,NON_TECHNICAL,RQUESTION,General
Are you looking for a permanent or temporary position at the company? ,NON_TECHNICAL,RQUESTION,General
Would you rather be feared or liked? ,NON_TECHNICAL,RQUESTION,General
How do you feel about taking 'no' for an answer? ,NON_TECHNICAL,RQUESTION,General
What do you know about this industry? ,NON_TECHNICAL,RQUESTION,General
Have you ever had to fire anyone? How did you feel about that? ,NON_TECHNICAL,RQUESTION,General
How do you understand your job duties? ,NON_TECHNICAL,RQUESTION,General
In the last three years what have you done to develop professionally? ,NON_TECHNICAL,RQUESTION,General
Are you reapplying for this position? ,NON_TECHNICAL,RQUESTION,General
Can you relocate either now or in the future? ,NON_TECHNICAL,RQUESTION,General
How do you incorporate fun into your day? ,NON_TECHNICAL,RQUESTION,General
If you could start your life over what would you change? ,NON_TECHNICAL,RQUESTION,General
What do you know about our company ,NON_TECHNICAL,RQUESTION,General
Tell me the difference between good and exceptional. ,NON_TECHNICAL,RQUESTION,General
If you inherited a lot of money say $ or $ million what would you do? ,NON_TECHNICAL,RQUESTION,General
What changes would you have made at your college? ,NON_TECHNICAL,RQUESTION,General
Who or what has had the greatest impact in the development of your career plans/interests? ,NON_TECHNICAL,RQUESTION,General
What gives you the most satisfaction during free/vacation time?,NON_TECHNICAL,RQUESTION,General
Name reasons why you would leave a job? ,NON_TECHNICAL,RQUESTION,General
Careful listening and effective communication go together. Tell me about a specific time when your skill in listening helped you communicate better... ,NON_TECHNICAL,RQUESTION,General
What do you like best about your school?,NON_TECHNICAL,RQUESTION,General
What do you think of your current/former boss? ,NON_TECHNICAL,RQUESTION,General
what is the typical work week? is overtime expacted? ,NON_TECHNICAL,RQUESTION,General
what has been your greatest acomplishment ,NON_TECHNICAL,RQUESTION,General
What would you do to deal with office gossip? ,NON_TECHNICAL,RQUESTION,General
Describe a situation in which you were able to use personneol successfully convince someone to see things your way. ,NON_TECHNICAL,RQUESTION,General
Why should I hire an outsider when I could fill the job with someone inside the company? ,NON_TECHNICAL,RQUESTION,General
How do you priortize your work to meet deadlines? ,NON_TECHNICAL,RQUESTION,General
What do your colleagues say about you? ,NON_TECHNICAL,RQUESTION,General
Can you explain how you contact or initiate communications with customers? ,NON_TECHNICAL,RQUESTION,General
what is customer service for you? ,NON_TECHNICAL,RQUESTION,General
what are the type of career opportunity you are seeking? ,NON_TECHNICAL,RQUESTION,General
How can you contribute to our company? ,NON_TECHNICAL,RQUESTION,General
when applying for a job and they ask if you have been fired what is a professional why of putting it down. ,NON_TECHNICAL,RQUESTION,General
Why did you choose this career? ,NON_TECHNICAL,RQUESTION,General
wht did u enjoy the most and least about ur last job? ,NON_TECHNICAL,RQUESTION,General
Who could be an inspiration to you? ,NON_TECHNICAL,RQUESTION,General
how do you handle rejections? ,NON_TECHNICAL,RQUESTION,General
what makes you the best candidate for the job ,NON_TECHNICAL,RQUESTION,General
why do you want to work in our company ,NON_TECHNICAL,RQUESTION,General
Why are you interested in working for company ,NON_TECHNICAL,RQUESTION,General
Briefly describe your career history and your special traits and abilities. ,NON_TECHNICAL,RQUESTION,General
Please briefly describe your career history and your special traits and abilities ,NON_TECHNICAL,RQUESTION,General
WHY DO YOU THINK YOU'RE THE BEST PERSON FOR THIS POSITION? ,NON_TECHNICAL,RQUESTION,General
Briefly describe your strengths that would be attractive to a potential employer?,NON_TECHNICAL,RQUESTION,General
What would you consider your greatest strengths and weaknesses? ,NON_TECHNICAL,RQUESTION,General
Why should I pick you for this position? ,NON_TECHNICAL,RQUESTION,General
tell me something about yourself? ,NON_TECHNICAL,RQUESTION,General
Why am I the best person for this position ,NON_TECHNICAL,RQUESTION,General
why are you applying here? ,NON_TECHNICAL,RQUESTION,General
What made you apply in the call center? ,NON_TECHNICAL,RQUESTION,General
what are your expectations? ,NON_TECHNICAL,RQUESTION,General
What does co creation means to you ,NON_TECHNICAL,RQUESTION,General
what is your principal shortcoming? ,NON_TECHNICAL,RQUESTION,General
Why do you think you're the best candiate for this position? ,NON_TECHNICAL,RQUESTION,General
How do you keep up to date with recent developments in your field,NON_TECHNICAL,RQUESTION,General
Can you talk about three names you go by?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you like about yourself?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you dislike about yourself?,NON_TECHNICAL,RQUESTION,General
Can you talk about three parts of your heritage?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things that scare you?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you need to do everyday?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you are wearing now?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your favorite band that you listen to now?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your favorite songs?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want to do in the next twelve months?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want in a relationship?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you can't do?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your hobbies?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want to do right now?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want to do before the end of the year?,NON_TECHNICAL,RQUESTION,General
Can you talk about three cities you would like to visit?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your favorite things to eat?,NON_TECHNICAL,RQUESTION,General
Can you talk three people who have influenced your life?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your most prized possessions?,NON_TECHNICAL,RQUESTION,General
What motivates you? Why?,NON_TECHNICAL,MOTIVATE,Others
Are you very motivated to do things or do you need motivation?,NON_TECHNICAL,MOTIVATE,Others
What activity do you have no motivation to do?,NON_TECHNICAL,MOTIVATE,Others
What is a great motivational quote?,NON_TECHNICAL,MOTIVATE,Others
Have you read any good motivational books or articles? What were they about?,NON_TECHNICAL,MOTIVATE,Others
Does motivation come from inside a person or from their environment? Explain why you think so.,NON_TECHNICAL,MOTIVATE,Others
How can you help someone who has no motivation?,NON_TECHNICAL,MOTIVATE,Others
How often do you exercise or workout? What is the best way to motivate yourself to work out?,NON_TECHNICAL,MOTIVATE,Others
What song do you listen to for motivation?,NON_TECHNICAL,MOTIVATE,Others
What do you think of motivation posters in offices do they actually help?,NON_TECHNICAL,MOTIVATE,Others
Have you ever tried to lose weight?,NON_TECHNICAL,MOTIVATE,Others
What motivated you to start a diet?,NON_TECHNICAL,MOTIVATE,Others
Is it important to motivate children?,NON_TECHNICAL,MOTIVATE,Others
How do you motivate children?,NON_TECHNICAL,MOTIVATE,Others
Can some people destroy your motivation?,NON_TECHNICAL,MOTIVATE,Others
What is something a boss can do to motivate his workers?,NON_TECHNICAL,MOTIVATE,Others
How are you best motivated?,NON_TECHNICAL,MOTIVATE,Others
How do you motivate your friends?,NON_TECHNICAL,MOTIVATE,Others
Have you ever tried to quit smoking?,NON_TECHNICAL,MOTIVATE,Others
How do you define motivation?,NON_TECHNICAL,MOTIVATE,Others
What are some of the factors of motivation?,NON_TECHNICAL,MOTIVATE,Others
What part does motivation plays in effective teaching?,NON_TECHNICAL,MOTIVATE,Others
What is the role of motivation for slow learners?,NON_TECHNICAL,MOTIVATE,Others
What are three things that motivate you?,NON_TECHNICAL,MOTIVATE,Others
Do you feel motivated when you are at school?,NON_TECHNICAL,MOTIVATE,Others
Do you feel motivated when learning something new?,NON_TECHNICAL,MOTIVATE,Others
How would you describe motivation?,NON_TECHNICAL,MOTIVATE,Others
Does motivation affect learning?,NON_TECHNICAL,MOTIVATE,Others
In what way can we help people to increase their motivation?,NON_TECHNICAL,MOTIVATE,Others
Why do you study English?,NON_TECHNICAL,MOTIVATE,Others
What is your proudest accomplishment so far this year?,NON_TECHNICAL,MOTIVATE,Others
What is the difference between internal and external motivation?,NON_TECHNICAL,MOTIVATE,Others
Do you find that motivated people are more successful than unmotivated people?,NON_TECHNICAL,MOTIVATE,Others
What do you do to keep your motivation?,NON_TECHNICAL,MOTIVATE,Others
Do you have an English goal?,NON_TECHNICAL,MOTIVATE,Others
Is your goal specific measurable with a deadline?,NON_TECHNICAL,MOTIVATE,Others
How do you maintain your motivation when you fail?,NON_TECHNICAL,MOTIVATE,Others
Do you share goals and plans with others so that they will help you maintain your motivation and drive?,NON_TECHNICAL,MOTIVATE,Others
How do you plan to motivate yourself to improve your English?,NON_TECHNICAL,MOTIVATE,Others
What do you do if you feel your English is not improving?,NON_TECHNICAL,MOTIVATE,Others
What role do teachers play in motivating students? What role do students play in motivating teachers?,NON_TECHNICAL,MOTIVATE,Others
Have you ever tried to motivate someone else to do something? How did you feel after?,NON_TECHNICAL,MOTIVATE,Others
Who is the most important person in your life?,NON_TECHNICAL,MOTIVATE,Others
Under what conditions can motivation be influenced by ambition?,NON_TECHNICAL,MOTIVATE,Others
Is ambition a bad personality trait?,NON_TECHNICAL,MOTIVATE,Others
Is competition good?,NON_TECHNICAL,MOTIVATE,Others
