Question,Question Type,Sub Category,Category
How do you handle dishonesty? ,NON_TECHNICAL,RQUESTION,General
What is more important to you the money or the work? ,NON_TECHNICAL,RQUESTION,General
Do you know anyone who works for us? ,NON_TECHNICAL,RQUESTION,General
What would you like to accomplish through this position that you were not able ,NON_TECHNICAL,RQUESTION,General
Tell me about an assignment that was too difficult for you. How did you handle ,NON_TECHNICAL,RQUESTION,General
What did you do when you had a deadline and didn't make it? ,NON_TECHNICAL,RQUESTION,General
Tell me about any issues with any previous bosses. ,NON_TECHNICAL,RQUESTION,General
What is your GPA? How does your GPA reflect your abilities? ,NON_TECHNICAL,RQUESTION,General
Would you rather work with information or people? ,NON_TECHNICAL,RQUESTION,General
What would your previous supervisor say your strongest point is? ,NON_TECHNICAL,RQUESTION,General
How do you relate to your co-workers? ,NON_TECHNICAL,RQUESTION,General
What new skills have you developed recently? ,NON_TECHNICAL,RQUESTION,General
What kind of personal goals have you set for yourself? ,NON_TECHNICAL,RQUESTION,General
Would you consider yourself an organized person? ,NON_TECHNICAL,RQUESTION,General
How long have you been looking for a job? ,NON_TECHNICAL,RQUESTION,General
What position do you prefer when working on a team? ,NON_TECHNICAL,RQUESTION,General
If hired will you work full/part-time? Nights? Weekends? ,NON_TECHNICAL,RQUESTION,General
If you were hiring someone for this job what would you look for? ,NON_TECHNICAL,RQUESTION,General
How would you tackle the first  days at this job? ,NON_TECHNICAL,RQUESTION,General
Describe a typical work day. ,NON_TECHNICAL,RQUESTION,General
Tell me about the most fun you had on the job. ,NON_TECHNICAL,RQUESTION,General
Have you ever been fired? ,NON_TECHNICAL,RQUESTION,General
What makes this position different from your last employed standing? ,NON_TECHNICAL,RQUESTION,General
Site an example from your personal life when you were dishonest to someone? ,NON_TECHNICAL,RQUESTION,General
How do you typically confront subordinates when results are unacceptale? ,NON_TECHNICAL,RQUESTION,General
Describe what you would classify as a crisis? ,NON_TECHNICAL,RQUESTION,General
Do you set goals for yourself? ,NON_TECHNICAL,RQUESTION,General
What has disappointed you in a job? ,NON_TECHNICAL,RQUESTION,General
Tell me about a time that you successfully dealt with a person when that person did not like you or vice-versa. ,NON_TECHNICAL,RQUESTION,General
In hindsight how could you have improved your performance at previous jobs? ,NON_TECHNICAL,RQUESTION,General
What significant trends do you see in our industry? ,NON_TECHNICAL,RQUESTION,General
Do you plan to get a graduate degree in the future? ,NON_TECHNICAL,RQUESTION,General
What would you do if your employer instructed you to do something that was unethical or illegal? ,NON_TECHNICAL,RQUESTION,General
Why did you stay at this position for such a short time? ,NON_TECHNICAL,RQUESTION,General
What were the most important decisions you made in your last job? ,NON_TECHNICAL,RQUESTION,General
Tell me about an instance where you have failed and what you learned from it. ,NON_TECHNICAL,RQUESTION,General
Are you looking for a permanent or temporary position at the company? ,NON_TECHNICAL,RQUESTION,General
Would you rather be feared or liked? ,NON_TECHNICAL,RQUESTION,General
How do you feel about taking 'no' for an answer? ,NON_TECHNICAL,RQUESTION,General
What do you know about this industry? ,NON_TECHNICAL,RQUESTION,General
Have you ever had to fire anyone? How did you feel about that? ,NON_TECHNICAL,RQUESTION,General
How do you understand your job duties? ,NON_TECHNICAL,RQUESTION,General
In the last three years what have you done to develop professionally? ,NON_TECHNICAL,RQUESTION,General
Are you reapplying for this position? ,NON_TECHNICAL,RQUESTION,General
Can you relocate either now or in the future? ,NON_TECHNICAL,RQUESTION,General
How do you incorporate fun into your day? ,NON_TECHNICAL,RQUESTION,General
If you could start your life over what would you change? ,NON_TECHNICAL,RQUESTION,General
What do you know about our company ,NON_TECHNICAL,RQUESTION,General
Tell me the difference between good and exceptional. ,NON_TECHNICAL,RQUESTION,General
If you inherited a lot of money say $ or $ million what would you do? ,NON_TECHNICAL,RQUESTION,General
What changes would you have made at your college? ,NON_TECHNICAL,RQUESTION,General
Who or what has had the greatest impact in the development of your career plans/interests? ,NON_TECHNICAL,RQUESTION,General
What gives you the most satisfaction during free/vacation time?,NON_TECHNICAL,RQUESTION,General
Name reasons why you would leave a job? ,NON_TECHNICAL,RQUESTION,General
Careful listening and effective communication go together. Tell me about a specific time when your skill in listening helped you communicate better... ,NON_TECHNICAL,RQUESTION,General
What do you like best about your school?,NON_TECHNICAL,RQUESTION,General
What do you think of your current/former boss? ,NON_TECHNICAL,RQUESTION,General
what is the typical work week? is overtime expacted? ,NON_TECHNICAL,RQUESTION,General
what has been your greatest acomplishment ,NON_TECHNICAL,RQUESTION,General
What would you do to deal with office gossip? ,NON_TECHNICAL,RQUESTION,General
Describe a situation in which you were able to use personneol successfully convince someone to see things your way. ,NON_TECHNICAL,RQUESTION,General
Why should I hire an outsider when I could fill the job with someone inside the company? ,NON_TECHNICAL,RQUESTION,General
How do you priortize your work to meet deadlines? ,NON_TECHNICAL,RQUESTION,General
What do your colleagues say about you? ,NON_TECHNICAL,RQUESTION,General
Can you explain how you contact or initiate communications with customers? ,NON_TECHNICAL,RQUESTION,General
what is customer service for you? ,NON_TECHNICAL,RQUESTION,General
what are the type of career opportunity you are seeking? ,NON_TECHNICAL,RQUESTION,General
How can you contribute to our company? ,NON_TECHNICAL,RQUESTION,General
when applying for a job and they ask if you have been fired what is a professional why of putting it down. ,NON_TECHNICAL,RQUESTION,General
Why did you choose this career? ,NON_TECHNICAL,RQUESTION,General
wht did u enjoy the most and least about ur last job? ,NON_TECHNICAL,RQUESTION,General
Who could be an inspiration to you? ,NON_TECHNICAL,RQUESTION,General
how do you handle rejections? ,NON_TECHNICAL,RQUESTION,General
what makes you the best candidate for the job ,NON_TECHNICAL,RQUESTION,General
why do you want to work in our company ,NON_TECHNICAL,RQUESTION,General
Why are you interested in working for company ,NON_TECHNICAL,RQUESTION,General
Briefly describe your career history and your special traits and abilities. ,NON_TECHNICAL,RQUESTION,General
Please briefly describe your career history and your special traits and abilities ,NON_TECHNICAL,RQUESTION,General
WHY DO YOU THINK YOU'RE THE BEST PERSON FOR THIS POSITION? ,NON_TECHNICAL,RQUESTION,General
Briefly describe your strengths that would be attractive to a potential employer?,NON_TECHNICAL,RQUESTION,General
What would you consider your greatest strengths and weaknesses? ,NON_TECHNICAL,RQUESTION,General
Why should I pick you for this position? ,NON_TECHNICAL,RQUESTION,General
tell me something about yourself? ,NON_TECHNICAL,RQUESTION,General
Why am I the best person for this position ,NON_TECHNICAL,RQUESTION,General
why are you applying here? ,NON_TECHNICAL,RQUESTION,General
What made you apply in the call center? ,NON_TECHNICAL,RQUESTION,General
what are your expectations? ,NON_TECHNICAL,RQUESTION,General
What does co creation means to you ,NON_TECHNICAL,RQUESTION,General
what is your principal shortcoming? ,NON_TECHNICAL,RQUESTION,General
Why do you think you're the best candiate for this position? ,NON_TECHNICAL,RQUESTION,General
How do you keep up to date with recent developments in your field,NON_TECHNICAL,RQUESTION,General
Can you talk about three names you go by?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you like about yourself?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you dislike about yourself?,NON_TECHNICAL,RQUESTION,General
Can you talk about three parts of your heritage?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things that scare you?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you need to do everyday?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you are wearing now?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your favorite band that you listen to now?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your favorite songs?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want to do in the next twelve months?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want in a relationship?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you can't do?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your hobbies?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want to do right now?,NON_TECHNICAL,RQUESTION,General
Can you talk about three things you want to do before the end of the year?,NON_TECHNICAL,RQUESTION,General
Can you talk about three cities you would like to visit?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your favorite things to eat?,NON_TECHNICAL,RQUESTION,General
Can you talk three people who have influenced your life?,NON_TECHNICAL,RQUESTION,General
Can you talk about three of your most prized possessions?,NON_TECHNICAL,RQUESTION,General
What motivates you? Why?,NON_TECHNICAL,MOTIVATE,Others
Are you very motivated to do things or do you need motivation?,NON_TECHNICAL,MOTIVATE,Others
What activity do you have no motivation to do?,NON_TECHNICAL,MOTIVATE,Others
What is a great motivational quote?,NON_TECHNICAL,MOTIVATE,Others
Have you read any good motivational books or articles? What were they about?,NON_TECHNICAL,MOTIVATE,Others
Does motivation come from inside a person or from their environment? Explain why you think so.,NON_TECHNICAL,MOTIVATE,Others
How can you help someone who has no motivation?,NON_TECHNICAL,MOTIVATE,Others
How often do you exercise or workout? What is the best way to motivate yourself to work out?,NON_TECHNICAL,MOTIVATE,Others
What song do you listen to for motivation?,NON_TECHNICAL,MOTIVATE,Others
What do you think of motivation posters in offices do they actually help?,NON_TECHNICAL,MOTIVATE,Others
Have you ever tried to lose weight?,NON_TECHNICAL,MOTIVATE,Others
What motivated you to start a diet?,NON_TECHNICAL,MOTIVATE,Others
Is it important to motivate children?,NON_TECHNICAL,MOTIVATE,Others
How do you motivate children?,NON_TECHNICAL,MOTIVATE,Others
Can some people destroy your motivation?,NON_TECHNICAL,MOTIVATE,Others
What is something a boss can do to motivate his workers?,NON_TECHNICAL,MOTIVATE,Others
How are you best motivated?,NON_TECHNICAL,MOTIVATE,Others
How do you motivate your friends?,NON_TECHNICAL,MOTIVATE,Others
Have you ever tried to quit smoking?,NON_TECHNICAL,MOTIVATE,Others
How do you define motivation?,NON_TECHNICAL,MOTIVATE,Others
What are some of the factors of motivation?,NON_TECHNICAL,MOTIVATE,Others
What part does motivation plays in effective teaching?,NON_TECHNICAL,MOTIVATE,Others
What is the role of motivation for slow learners?,NON_TECHNICAL,MOTIVATE,Others
What are three things that motivate you?,NON_TECHNICAL,MOTIVATE,Others
Do you feel motivated when you are at school?,NON_TECHNICAL,MOTIVATE,Others
Do you feel motivated when learning something new?,NON_TECHNICAL,MOTIVATE,Others
How would you describe motivation?,NON_TECHNICAL,MOTIVATE,Others
Does motivation affect learning?,NON_TECHNICAL,MOTIVATE,Others
In what way can we help people to increase their motivation?,NON_TECHNICAL,MOTIVATE,Others
Why do you study English?,NON_TECHNICAL,MOTIVATE,Others
What is your proudest accomplishment so far this year?,NON_TECHNICAL,MOTIVATE,Others
What is the difference between internal and external motivation?,NON_TECHNICAL,MOTIVATE,Others
Do you find that motivated people are more successful than unmotivated people?,NON_TECHNICAL,MOTIVATE,Others
What do you do to keep your motivation?,NON_TECHNICAL,MOTIVATE,Others
Do you have an English goal?,NON_TECHNICAL,MOTIVATE,Others
Is your goal specific measurable with a deadline?,NON_TECHNICAL,MOTIVATE,Others
How do you maintain your motivation when you fail?,NON_TECHNICAL,MOTIVATE,Others
Do you share goals and plans with others so that they will help you maintain your motivation and drive?,NON_TECHNICAL,MOTIVATE,Others
How do you plan to motivate yourself to improve your English?,NON_TECHNICAL,MOTIVATE,Others
What do you do if you feel your English is not improving?,NON_TECHNICAL,MOTIVATE,Others
What role do teachers play in motivating students? What role do students play in motivating teachers?,NON_TECHNICAL,MOTIVATE,Others
Have you ever tried to motivate someone else to do something? How did you feel after?,NON_TECHNICAL,MOTIVATE,Others
Who is the most important person in your life?,NON_TECHNICAL,MOTIVATE,Others
Under what conditions can motivation be influenced by ambition?,NON_TECHNICAL,MOTIVATE,Others
Is ambition a bad personality trait?,NON_TECHNICAL,MOTIVATE,Others
Is competition good?,NON_TECHNICAL,MOTIVATE,Others
Can motivation influence competitive behavior?,NON_TECHNICAL,MOTIVATE,Others
Can robots replace people in sports? How would that change sports?,NON_TECHNICAL,MOTIVATE,Others
Tell three things that make you to be motivated.,NON_TECHNICAL,MOTIVATE,Others
What is the difference between internal (intrinsic) and external (extrinsic) motivation?,NON_TECHNICAL,MOTIVATE,Others
Describe your personality.,NON_TECHNICAL,PERSONALITY,Others
What kinds of people do you get along well with?,NON_TECHNICAL,PERSONALITY,Others
What kinds of personality traits do you hate?,NON_TECHNICAL,PERSONALITY,Others
How important is personality when you are choosing a spouse?,NON_TECHNICAL,PERSONALITY,Others
Do all of your friends have similar personalities?,NON_TECHNICAL,PERSONALITY,Others
What kind of personality traits are best for running a business?,NON_TECHNICAL,PERSONALITY,Others
What kind of personality should a doctor have?,NON_TECHNICAL,PERSONALITY,Others
Is your personality more similar to your mother’s or father’s?,NON_TECHNICAL,PERSONALITY,Others
Do you think we are born with our personalities or do we develop them because of what happens to us?,NON_TECHNICAL,PERSONALITY,Others
What personality trait would you like to develop?,NON_TECHNICAL,PERSONALITY,Others
Which of your personality traits would you like to lose?,NON_TECHNICAL,PERSONALITY,Others
What are some characteristics of your personality?,NON_TECHNICAL,PERSONALITY,Others
What are some things that make you angry?,NON_TECHNICAL,PERSONALITY,Others
Are you happy with your personality?,NON_TECHNICAL,PERSONALITY,Others
Would you like to be different?,NON_TECHNICAL,PERSONALITY,Others
Are you a determined person? Are you a stubborn person?,NON_TECHNICAL,PERSONALITY,Others
Are you shy ? In which occasions are you shy?,NON_TECHNICAL,PERSONALITY,Others
Do you consider yourself selfish ? Why?,NON_TECHNICAL,PERSONALITY,Others
Is your personality suited to your job?,NON_TECHNICAL,PERSONALITY,Others
In what way has your personality changed? Why has it changed??,NON_TECHNICAL,PERSONALITY,Others
Are you more introverted (focused on your inner world) or more extraverted (focused on other people and the outer world)?,NON_TECHNICAL,PERSONALITY,Others
Do you think you can change a major characteristic of your personality if you try?,NON_TECHNICAL,PERSONALITY,Others
Do you think you have an unusual personality? Why?,NON_TECHNICAL,PERSONALITY,Others
If you could change any aspect of your personality what would it be?,NON_TECHNICAL,PERSONALITY,Others
What sort of things would you do to amuse yourself during a car journey?,NON_TECHNICAL,PERSONALITY,Others
What personality traits do you consider important in a good friend / a boss / a partner?,NON_TECHNICAL,PERSONALITY,Others
Do you consider yourself to be even-tempered?,NON_TECHNICAL,PERSONALITY,Others
What is one thing that many people don't know about you?,NON_TECHNICAL,PERSONALITY,Others
Do you believe in ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that dead people come back to life as ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Would you talk to a ghost?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know any good stories about ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone who has said that they have seen a ghost?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever come in contact with a ghost? (Have you ever seen a ghost?),NON_TECHNICAL,SUPERNATURAL,Others
If one of your friends told you they had seen a ghost would you believe him/her? Why/Why not?,NON_TECHNICAL,SUPERNATURAL,Others
What is the scariest ghost story you know?,NON_TECHNICAL,SUPERNATURAL,Others
Is there an area where you live (park house etc.) that is known to be haunted? ,NON_TECHNICAL,SUPERNATURAL,Others
If so what is the story or legend that makes people believe this area is haunted? Have you ever visited this place?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that houses can be haunted? Have you ever been to one?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that houses have ghosts in them sometimes?,NON_TECHNICAL,SUPERNATURAL,Others
Were you ever touched or physically harmed by a ghost or "spirit"? If so how?,NON_TECHNICAL,SUPERNATURAL,Others
If you were a ghost who and where would you haunt?,NON_TECHNICAL,SUPERNATURAL,Others
How do you know if a ghost is near you?,NON_TECHNICAL,SUPERNATURAL,Others
If you don't believe in ghosts then what have you heard other people say?,NON_TECHNICAL,SUPERNATURAL,Others
If you don't believe in ghost why don't you believe?,NON_TECHNICAL,SUPERNATURAL,Others
If you don't believe in ghost and you actually have seen one what were your reactions?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever felt that you knew a ghost that you saw?,NON_TECHNICAL,SUPERNATURAL,Others
If you were a ghost who or what would you haunt?,NON_TECHNICAL,SUPERNATURAL,Others
Why do people say they see ghosts even though they sometimes do not?,NON_TECHNICAL,SUPERNATURAL,Others
Do you put any faith in the modern day ghost hunters?,NON_TECHNICAL,SUPERNATURAL,Others
Can you recall any strange or unexplained events in your life?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe your ancestors are watching you?,NON_TECHNICAL,SUPERNATURAL,Others
What do you think about the images movies give us about aliens?,NON_TECHNICAL,SUPERNATURAL,Others
Would you spend the night in a place where people say that there are ghosts? ,NON_TECHNICAL,SUPERNATURAL,Others
Would you spend the night in a very old uninhabited house church school that was known to have ghosts?,NON_TECHNICAL,SUPERNATURAL,Others
Have you seen a ghost? What kind of ghost? Did you get to talk with the ghost?,NON_TECHNICAL,SUPERNATURAL,Others
Have you though about becoming a ghostbuster?,NON_TECHNICAL,SUPERNATURAL,Others
Would you be scared if a ghost talked to you?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think we can feel if a ghost is near by us by the changes in the weather?,NON_TECHNICAL,SUPERNATURAL,Others
What reasons might ghosts haunt?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever felt that you knew a ghost that you saw?(like a
grandparent or other relative)
,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that there is truth behind superstitions?,NON_TECHNICAL,SUPERNATURAL,Others
Do you walk under ladders?,NON_TECHNICAL,SUPERNATURAL,Others
What are some superstitions in your country?,NON_TECHNICAL,SUPERNATURAL,Others
What are some things that are considered unlucky?,NON_TECHNICAL,SUPERNATURAL,Others
What are some things that are considered lucky?,NON_TECHNICAL,SUPERNATURAL,Others
What numbers are considered to be lucky and unlucky in your country?,NON_TECHNICAL,SUPERNATURAL,Others
A four-leaf clover is often considered lucky. What are some other things which are considered lucky.,NON_TECHNICAL,SUPERNATURAL,Others
Do you have a lucky number?,NON_TECHNICAL,SUPERNATURAL,Others
What are some superstitions in the United States? Canada? Australia England? Your country?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever gone to a psychic?,NON_TECHNICAL,SUPERNATURAL,Others
If so what were you told?,NON_TECHNICAL,SUPERNATURAL,Others
Did you believe it?,NON_TECHNICAL,SUPERNATURAL,Others
Why do some people consult psychics before doing important things?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone that has ever been to a psychic?,NON_TECHNICAL,SUPERNATURAL,Others
Why do some people need fortunetellers?,NON_TECHNICAL,SUPERNATURAL,Others
How do people predict the future in your country?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that dreams come true?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that dreams can help us solve our problems?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever had a dream that come true?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever had a dream that later came true?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that some people can predict the future?,NON_TECHNICAL,SUPERNATURAL,Others
What is your blood type?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that you can tell a lot about a person from his/her blood type?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that blood types can tell what a person's personality is?,NON_TECHNICAL,SUPERNATURAL,Others
Is the belief in UFOs aliens and physic powers growing because belief in religion is dying?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in horoscopes?,NON_TECHNICAL,SUPERNATURAL,Others
Do you read your horoscope? If so do you believe it?,NON_TECHNICAL,SUPERNATURAL,Others
What is your star sign?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe the predictions contained within your horoscope?,NON_TECHNICAL,SUPERNATURAL,Others
Are horoscopes important?,NON_TECHNICAL,SUPERNATURAL,Others
Do you read your horoscope often? Does it come true?,NON_TECHNICAL,SUPERNATURAL,Others
Does your star sign describe your personality traits well?,NON_TECHNICAL,SUPERNATURAL,Others
Has anything ever happened to you that you cannot explain?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that there are many things in our universe that cannot be explained? Give examples.,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that you are from another planet?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe you have supernatural powers there?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever tried to contact another planet?,NON_TECHNICAL,SUPERNATURAL,Others
Did you succeed?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in ESP?,NON_TECHNICAL,SUPERNATURAL,Others
How can a person know what kind of ESP abilities he/she has? ,NON_TECHNICAL,SUPERNATURAL,Others
What do you think are some ways of developing these abilities?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that UFOs exist? / Do you believe in UFOs?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone who has said that they have seen a UFO?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever seen a UFO?,NON_TECHNICAL,SUPERNATURAL,Others
Do you know anyone who says that they have?,NON_TECHNICAL,SUPERNATURAL,Others
If you saw a UFO but were alone and had no proof would you tell anyone? Who?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that UFOs from other planets visit Earth?,NON_TECHNICAL,SUPERNATURAL,Others
What would you do if you were taken aboard a UFO?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe there is life on other planets?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever seen an E.T.?,NON_TECHNICAL,SUPERNATURAL,Others
(Perhaps you should also explain that alien sometimes means a person from another country.),NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in aliens?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that you are an alien?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think aliens are monsters?,NON_TECHNICAL,SUPERNATURAL,Others
If you saw an alien what do you would do?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever seen an alien?,NON_TECHNICAL,SUPERNATURAL,Others
Has anyone ever told you that he or she has seen an alien?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in reincarnation?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever felt that you knew someone the first time you met them?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever visited a foreign country or city for the first time and found that you knew exactly where things were?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever looked in the mirror and 'seen' a different face?,NON_TECHNICAL,SUPERNATURAL,Others
What do you think a spirit would look like?,NON_TECHNICAL,SUPERNATURAL,Others
Is the belief in UFOs aliens physic powers etc growing because the belief in religion is dying?
,NON_TECHNICAL,SUPERNATURAL,Others
Are you afraid of spirits?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in angels?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in witches why or why not.,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in astrology? What is your astrological sign?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in coincidences? Why or why not?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in God? Why or why not?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in life after death?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in vampires? (Do you believe that vampires exist?),NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in zombies? (Do you believe that zombies exist?),NON_TECHNICAL,SUPERNATURAL,Others
In many countries people believe in ghosts spirits and dragons. Is this true in your country and why do you think these beliefs are so common?,NON_TECHNICAL,SUPERNATURAL,Others
What is the most frightening things that has ever happened to you?,NON_TECHNICAL,SUPERNATURAL,Others
What is the most frightening experience you have had?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever been in a cemetery at night? Why? Or why not? Would you go?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that people who were bad alive pay their bad behavior by staying here?,NON_TECHNICAL,SUPERNATURAL,Others
Have you played Ouija? Why or why no? Would you play?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that spirits who appear to people are good or bad?,NON_TECHNICAL,SUPERNATURAL,Others
Have you ever been contacted an angel? What did it tell you?,NON_TECHNICAL,SUPERNATURAL,Others
Do you get scared by horror stories?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe that when you get a chill down your back its a rabbit running over a grave,NON_TECHNICAL,SUPERNATURAL,Others
Is belief in UFOs Aliens Physic powers etc growing because belief in religion is dying?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think that a supernatural creature can be caught by someone?,NON_TECHNICAL,SUPERNATURAL,Others
Where is the scariest place in your country? Why?,NON_TECHNICAL,SUPERNATURAL,Others
What's the spookiest thing that has ever happened to you?,NON_TECHNICAL,SUPERNATURAL,Others
Do you believe in witches and the practice of witchcraft?,NON_TECHNICAL,SUPERNATURAL,Others
What would you do or how would you react if one of your friends admitted that he/she practices witchcraft?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think science will ever prove any supernatural beliefs?,NON_TECHNICAL,SUPERNATURAL,Others
What supernatural beliefs are unique to your culture?,NON_TECHNICAL,SUPERNATURAL,Others
What are some of the scariest supernatural movies?,NON_TECHNICAL,SUPERNATURAL,Others
What supernatural thing do you fear?,NON_TECHNICAL,SUPERNATURAL,Others
Why do so many people believe in supernatural things that can’t be proven?,NON_TECHNICAL,SUPERNATURAL,Others
What are some supernatural holiday beliefs in your country?,NON_TECHNICAL,SUPERNATURAL,Others
Where are supernatural occurrences most often reported?,NON_TECHNICAL,SUPERNATURAL,Others
Do you think some people have supernatural abilities?,NON_TECHNICAL,SUPERNATURAL,Others
Tell me more about your internship,NON_TECHNICAL,INTERNSHIP,ACADEMIC
What did you learn from your internship?,NON_TECHNICAL,INTERNSHIP,ACADEMIC
What was your internship project?,NON_TECHNICAL,INTERNSHIP,ACADEMIC
Which technology stack did you used in your internship project?,NON_TECHNICAL,INTERNSHIP,ACADEMIC
Tell me your internship experience?,NON_TECHNICAL,INTERNSHIP,ACADEMIC
Tell me more about your project,NON_TECHNICAL,PROJECT,ACADEMIC
What is the use case for your project?,NON_TECHNICAL,PROJECT,ACADEMIC
What is the future scope of the project?,NON_TECHNICAL,PROJECT,ACADEMIC
What was your role in the project?,NON_TECHNICAL,PROJECT,ACADEMIC
What did you learn during the project?,NON_TECHNICAL,PROJECT,ACADEMIC

how did you decided your stream after your 12th exam?
,NON_TECHNICAL,HSC,ACADEMIC
Describe a mistake or something you should not have done since being in university.,NON_TECHNICAL,COLLEGE,ACADEMIC
What celebrations/festivals/events do you enjoy the most in your college ? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
What's the best advice you would tell a brother/sister or friend
who is now entering college?,NON_TECHNICAL,COLLEGE,ACADEMIC
What's the best excuse you've heard or given for missing a class?,NON_TECHNICAL,COLLEGE,ACADEMIC
How has your life changed since beginning college?,NON_TECHNICAL,COLLEGE,ACADEMIC
How much note taking do you do in most of your classes?,NON_TECHNICAL,COLLEGE,ACADEMIC
How often do you reread or organize your notes from a professor's lecture?,NON_TECHNICAL,COLLEGE,ACADEMIC
What are some advantages in studying with sophomore/junior/senior students/friends or with older students?,NON_TECHNICAL,COLLEGE,ACADEMIC
If you wanted to when could you fit in more study time?,NON_TECHNICAL,COLLEGE,ACADEMIC
What do you fear most about next semester's classes?,NON_TECHNICAL,COLLEGE,ACADEMIC
What was your biggest fear before you began your freshman year of college?,NON_TECHNICAL,COLLEGE,ACADEMIC
How much of the course material is covered by the professors in your classes?,NON_TECHNICAL,COLLEGE,ACADEMIC
During classes do you like working in student groups or working alone? Why?,NON_TECHNICAL,COLLEGE,ACADEMIC
What are some advantages of studying alone? Disadvantages?,NON_TECHNICAL,COLLEGE,ACADEMIC
What are some advantages of studying in groups? Disadvantages?,NON_TECHNICAL,COLLEGE,ACADEMIC
Do you prefer to study with friends/classmates or to study alone?,NON_TECHNICAL,COLLEGE,ACADEMIC
Do you have easy access to your professors outside of class?,NON_TECHNICAL,COLLEGE,ACADEMIC
How often do you read ahead for your classes?,NON_TECHNICAL,COLLEGE,ACADEMIC
What can/do you do if you fall behind in your classes?,NON_TECHNICAL,COLLEGE,ACADEMIC
What do you plan to do during the summer vacation?,NON_TECHNICAL,COLLEGE,ACADEMIC
What's your biggest motivation for your university life?,NON_TECHNICAL,COLLEGE,ACADEMIC
